#编号	3D模块文件名	NPC战斗用图	NPC全身图	NPC队伍图	NPC 小图	是否记录友好度	NPC名称	人物简介	性别	派别ICON	称号设定
#iID	s3DModel	sMaxImage	sAllImage	sMemberImage	sSmallImage	iFriendly	sNpcName	sIntroduction	iGenderType	iMartialType	sTitle
100033	Wyg_yPoison	B100033	100033	M100033	S100033	1	沈澜	怪医之女，个性怪癖，最喜欢钻研毒术，隐居在谷外的大森林中。	1	0	怪医少女
310162	killer_corpse4	B200008	200008	M200008	S200008	0	傀尸门毒人	傀尸的弟子，将自己打扮成殭尸的模样，并催眠自己成为嗜血的活尸。由于时常接触尸毒，俨然可说是一名毒人。	1	63	我尸故我在
310163	killer_ghost	B200012	200012	M200012	S200012	0	九阴幽仆	九阴的手下，虽只蒙九阴传授一招半式，却已有江湖好手的实力。	0	63	无
310164	killer_corpse4	B200008	200008	M200008	S200008	0	铁尸	炼尸一定要挑四阴之地，破败之局。用阴气最重的香杉木棺安置尸身，尽量远离地面，以乌鸦血代替鸡血，配合心口八卦，吸大阴之气。	1	63	我尸故我在
310165	killer_corpse3	B200007	200007	M200007	S200007	0	银尸	炼尸一定要挑四阴之地，破败之局。用阴气最重的香杉木棺安置尸身，尽量远离地面，以乌鸦血代替鸡血，配合心口八卦，吸大阴之气。	1	63	我尸故我在
310166	killer_corpse2	B200006	200006	M200006	S200006	0	金尸	炼尸一定要挑四阴之地，破败之局。用阴气最重的香杉木棺安置尸身，尽量远离地面，以乌鸦血代替鸡血，配合心口八卦，吸大阴之气。	1	63	我尸故我在
310167	Killer_corpse	B200005	200005	M200005	S200005	0	傀尸	精通炼尸与傀儡术的茅山术士。四处搜集强者的尸体，以秘药将其做成不腐不朽的傀儡，并操控其杀人。	1	63	半人半尸
310168	killer_jiuyin	B200011	200011	M200011	S200011	0	九阴	原峨嵋弟子，偷窃峨嵋周师祖的九阴真经残篇后叛逃出门，练得一身阴毒的武功，实力不在当年的周芷若与梅超风之下。	0	63	咒诅佛
310169	killer_oyang	B200009	200009	M200009	S200009	0	欧阳笑	绰号寒齿蝙蝠。依靠人血修炼其武功，体内蕴藏阴寒内力，无论被其双爪抓过或是牙齿咬过，均会寒气入体，而致内息失调。	1	10	寒齿蝙蝠
310170	killer_fomu	B200003	200003	M200003	S200003	0	佛母	原本是孔雀王朝圣女身边的侍母，孔雀王朝被黑冢罗王所灭后，佛母亦得到了解放。从此转入黑暗之中，做一些不为人知的勾当。	0	0	王朝侍女
310171	killer_crazy	B100106	100106	M100106	S100106	0	狂	天意城的杀手，本名不详。是个十足的疯子，杀人的手段十分残忍，往往要将目标用乱拳活活打死。下手明目张胆，猖狂之极。	1	10	天意之狂
310172	killer_sex	B100105	100105	M100105	S100105	0	浪	天意城的杀手，本名不详。是个妖娇美艳的女子，有着足以令任何男人心动的美妙躯体。生性浪荡，擅长以色诱术杀敌。然而她的身上似乎有一些小秘密？	1	10	天意之浪
310173	killer_poison	B100104	100104	M100104	S100104	0	毒	天意城的杀手，本名不详。因长期修练毒功而使全身肌肤都呈现十分恐布的紫灰色，乍看之下有如鬼怪。毒术十分高强，不在玄冥子与摩乎罗迦之下。	1	10	天意之毒
310174	killer_black	B100063	100063	M100063	S100063	0	花	神秘的黑衣杀手，没有人知道其真实身分。	0	10	神秘杀手
310175	killer_Pixie	B200002	200002	M200002	S200002	0	辟邪老人	天意城城主，也是法外三旬事件幕后真正主使，为了称雄武林而无所不用其极。即便拖着残缺的身躯，百年来心里的火焰都未曾熄灭。	1	35	天意难违
310176	killer_boss	B100422	100422	M100422	S100422	0	天意城主	杀手组织天意城的首领，其真实身分、来历皆不明，就连许多资深杀手都未曾亲眼见过本人，甚至还有天意城主根本不只一人的传说。	1	10	天意城主
310177	DL_pupil	B100068	100068	M100068	S100068	0	铁叉部女子	铁叉部族人。	0	51	萨满
310178	DL_pupil3	B100069	100069	M100069	S100069	0	铁叉部勇士	铁叉部族人。	1	51	蛮牛
310179	Ghost_pupil	B200028	200028	M200028	S200028	0	酆都鬼众	令江湖中人闻风丧胆的酆都「鬼众」。当然，他们都是活生生的人，但他们很乐意把反抗者变成真正的鬼。	1	40	酆都鬼众
310180	TL_guard05	B210163	210163	M210163	S210163	0	酆都厉鬼	酆都鬼众中的菁英，拥有十分坚强的战力。	1	40	酆都鬼众
310181	TL_guard06	B210164	210164	M210164	S210164	0	酆都伥鬼	酆都鬼众中的菁英，拥有十分坚强的战力。	1	40	酆都鬼众
310182	TL_guard04	B210165	210165	M210165	S210165	0	酆都绝鬼	酆都鬼众中的菁英，拥有十分坚强的战力。	1	40	酆都鬼众
310183	killer_ghost	B200012	200012	M200012	S200012	0	酆都艳鬼	酆都鬼众中的菁英，拥有十分坚强的战力。	0	40	酆都鬼众
310184	TL_guard05	B210163	210163	M210163	S210163	0	酆都丽鬼	酆都鬼众中的菁英，拥有意乱情迷的特殊天赋。	1	40	酆都鬼众
310185	Ghost_ydragon	B879004	879004	0	S879004	0	敖广	东海龙宫帮主。为人有商业头脑，虽为海盗，但船队多以贸易、收受沿海百姓供养为生，并不胡乱劫掠；看不下去倭寇持续侵扰沿海居民，纠众反击，保得沿海渔民一时安宁，在东南沿海有着高人望。	1	48	水蛇
310186	Robber_white	B100110	100110	M100110	S100110	0	白无常	与黑无常并称黑风双煞，在酆都中地位仅次于帮主与四大舵主。手持血红色的双刀，出手诡谲难测，能出奇不意的割下敌人头颅。面色惨白，比死人还要难看，令人一见就怕。	1	40	黑白双煞
310187	Robber_black	B100109	100109	M100109	S100109	0	黑无常	与白无常并称黑风双煞，在酆都中地位仅次于帮主与四大舵主。以十分古怪诡异的锁链作为武器，外貌与穿着都不似活人，大半夜出现在路上，足以将人活活吓死。	1	40	黑白双煞
310188	Ghost_cow	B200026	200026	M200026	S200026	0	阿傍	苗族铁叉部的首领，因部族饱受天龙教欺凌，转而寻求近年崛起的酆都相助，一心只想将部族的威名传扬于世。	1	51	牛头
310189	TL_guard07	B600102	600102	M600102	S600102	0	判官	酆都高手，出身六扇门，本为朝廷命官，因个性刚直遭人陷害，千钧一发之际被阎罗所救，就此对朝廷心灰意冷而加入酆都，职掌赏罚，使用一只精铁锻铸判官笔做为武器，是认穴打穴的能手。笔上朱砂萃取自鹤顶红，见血封喉。	1	40	生死判
310190	Ghost_horse	B200025	200025	M200025	S200025	0	罗煞	酆都罗煞分舵舵主，原神枪会帮主，性格冲动好战，臂力雄劲，可以挥动一把比人还高还重的大枪，早年本为朝廷大将，却因故辞官，落草为寇。	1	40	神枪无敌
310191	Ghost_woman	B200024	200024	M200024	S200024	0	孟婆	酆都的斥候，出身不详，隐身于台面之下，负责刺探与情报搜集。擅使迷魂术，配合其美色时常可以套出一些极其隐密的情报	0	40	忘魂汤
310192	Ghost_Boss_50	B879002	879002	0	S879002	0	阎罗	自阿鼻岛渡海而归的一代豪杰，本出身蜀地，后因家境贫困过继给闽粤一名阎姓武师，却不因此怨恨亲生父母，反而更加奋发向上，欲立下一番事业以报答父母生育之恩，不料却因二十岁的一场海难漂流至人迹罕至的阿鼻岛，意外练成藏于岛上的绝世神功-无间大法，修练的十多年间屡屡助偶然行经此地的渔船击退海盗和倭寇，赢得了虬髯客的侠名。	1	40	阎罗王
310193	TL_pupil	B100130	100130	M100130	S100130	0	天龙教众	天龙教众，谁也不知道他们在想什么。	1	1	天龙教众
310194	TL_tlpupil	B100415	100415	M100415	S100415	0	天王旧部	天龙教天王的旧部，这些年来韬光养晦，一面寻找天王的行踪。	1	1	苍天兵
310195	TL_pupilxl	B100130	100130	M100130	S100130	0	天龙菁英	天龙教中的菁英，你不会想得罪他的。	1	1	天龙菁英
310196	TL_guard08	B610169	610169	M610169	S610169	0	持国天	天龙教四天王之一，年纪最长，掌法造诣出神入化，据说其实力并不在八部众之下。	1	1	四天王
310197	TL_guard03	B610168	610168	M610168	S610168	0	自在天	天龙教四天王之一，擅长舞蹈与丝竹，隶属于干达婆麾下，在干达婆反走后宣誓效忠龙王。擅使日月双轮，曾代阿修罗传功给修罗宫门人。	0	1	四天王
310198	TL_guard02	B610167	610167	M610167	S610167	0	摄湿生	天龙教四天王之一，来自天竺国，是硬气功的高手。赤红的手掌是长期以朱砂修练掌功所致，威力足可劈石破玉。	1	1	四天王
310199	TL_guard01	B610166	610166	M610166	S610166	0	婆竭罗	天龙教四天王之一，外表雌雄莫辨，个性冷酷，以玩弄敌人为乐。相当迷恋于自己的美貌。	1	1	四天王
310200	TL_tlpupil2	B990029	990029	M990029	S990029	0	南宫龙飞	天王旧部，是教众当中的统领与队长。	1	1	天龙队长
310201	KungOnly	B100312	100312	M100312	S100312	0	公孙坚	来自绝情谷，武功十分高强，为人阴狠自负，喜好女色。七年前为博夜叉芳心独闯天龙教，却败于龙王手中。此后便死心踏地为龙王办事。	1	1	绝情谷主
310202	Xyg_Xuanmin	B100018	100018	M100018	S100018	0	玄冥子	无瑕子的师弟，原本也是逍遥谷传人，在无瑕子跟萧潇之间，有着一段不为人知的纠葛。后叛出逍遥谷，投奔天龙教，为人阴狠，十分懂得利用人性的弱点。身具百年前失传的「化功大法」绝活，并擅于用毒。	1	1	辣手毒心
310203	TL_gongxiyao	B100013	100013	M100013	S100013	0	宫夕瑶	天王义女，也是东方曦的妻子，温柔，貌美，体贴。外柔内刚，有着极为坚强的内心。师承百花楼，是干达婆、紧那罗还有仙音的师妹。	0	1	玉笛雅仙
310204	TL_eastxi	B100012	100012	M100012	S100012	0	东方曦	与卓人清并列当年少年英雄会的冠军，为人忠厚耿直，性格木讷。受师命卧底于西域天龙教，后因认同天王理念而产生了动摇。深爱着妻子宫夕瑶。后因龙王与玄冥子安排的毒计，陷身于莫大灾祸之中，终为正邪两道所不容。	1	1	左护法
310205	TL_ghost2	B100011	100011	M100011	S100011	0	姬无双	本名姬无双，天龙八部之夜叉，身着红衣的艳美女子。擅长轻功，邪气逼人，龙王麾下的第一战将。	0	1	夜叉
310206	TL_mohu	B100010	100010	M100010	S100010	0	罗蛇君	本名罗蛇君，天龙八部之摩呼罗迦，天龙教中使毒的高手。个性阴沉，行事毒辣，在江湖中恶名远播。隶属于龙王麾下，专司笼络武林各大门派的势力。	1	1	摩呼罗迦
310207	TL_eagle	B100009	100009	M100009	S100009	0	任天翔	本名任天翔，天龙八部之迦楼罗，武功高强，个性豪达，不拘小节。忠于老教主天王，与龙王不合，辞去教中职务远居关外，与大鹏金翅鸟为伴。	1	1	迦楼罗
310208	TL_bitch	B100008	100008	M100008	S100008	0	香儿	小名香儿，天龙八部之干达婆，性情温和的女性。喜弹琴，好音乐，不喜与人交往。天王心腹，一心要救天王脱困。同时有另外一个身份，为江南第一名妓，艳名远播，但是卖艺不卖身。	0	1	干达婆
310209	TL_naluo	B100007	100007	M100007	S100007	0	纳兰衍	本名纳兰衍，天龙八部之紧那罗。常常与干达婆一起行动，擅长歌舞。容姿极为出众。天王心腹，一心要救天王脱困。	0	1	紧那罗
310210	TL_xiuluo	B100006	100006	M100006	S100006	0	樊未离	本名樊未离，天龙八部之阿修罗。武功莫测高深，个性狂野不羁，常着一袭蓝色披风。与任天翔有过一段感情纠葛，却又反目成仇。平素住在修罗宫，极少在江湖露面，但一旦有任天翔出现，阿修罗势必会加入其敌对阵营。	0	1	阿修罗
310211	TL_ydragon	B100003	100003	M100003	S100003	0	厉苍龙	本名厉苍龙，天龙八部之龙，现任天龙教教主。与兄长相比，龙王行事更加霸道乖戾，武功手段更为狠毒。龙王的唯一目标，就是称霸武林。	1	1	龙王
310212	TL_sky	B100002	100002	M100002	S100002	0	厉苍天	本名厉苍天，天龙八部之首，天龙教创教者。在许多江湖人心中，天王就是邪恶的化身、武林大魔头。但很少有人知道天王心中的宏图伟业，要在遥远的西方，创建一个没有纷争的理想国。	1	1	天王
310213	Etc_Skytaoist	B200045	200045	M200045	S200045	0	天机老道	年过百岁，修为精湛的奇人。一身失传的全真教武学，在江湖中罕逢敌手，其师父是百年前名动江湖的丐帮帮主耶律大侠。	1	0	先天子
310214	YYG_master	B200041	200041	M200041	S200041	0	岳在渊	隐元阁阁主。传说中隐元阁是个极为神秘的存在，他们网罗古往今来许多失传的神功与宝物，只有带来相应价值的宝贝，才有与他们交易的资格。	1	38	隐元阁主
410001	Etc_jp01	B100144	100144	M100144	S100144	0	倭寇	东海上的海盗。	1	25	海秃鹰
410002	Etc_jpassa	B360068	360068	0	S360068	0	黑冢上忍	誓死效忠黑冢罗王的忍者，从小接受抹灭人性与极为严苛的训练，一心只有主子。	1	34	甲贺一族
410003	Etc_jp02	B100145	100145	M100145	S100145	0	东瀛浪人	号称东瀛第一高手，渡海而来，四处踢馆，是个武道狂人。	1	25	拔刀千人斩
410004	Etc_jp01	B100144	100144	M100144	S100144	0	上泉	来自东瀛的剑术高手，其背景身分皆不详。	1	25	东瀛剑圣
410005	etc_jpBoss	B200032	200032	M200032	S200032	0	黑冢罗王	东瀛海上霸主，统领成千上万的倭寇，对沿海造成极大的威胁。亦是东瀛忍者集团首领，施得诡秘的忍术而使人防不胜防，精通无声杀人法。	1	34	东瀛霸主
410006	Etc_Shark2	B100142	100142	M100142	S100142	0	海鲨帮众	海鲨帮众	1	24	海鲨帮众
410007	Etc_Shark1	B100141	100141	M100141	S100141	0	熊天霸	海鲨帮帮主，威武的绿林好汉，身高超过八尺，声若洪钟，暴眼环睛，冲动暴躁。然而极讲信义，是一条铁铮铮的汉子。与史义、陆少临是结拜兄弟。	1	24	虎鲨
410008	Biao_pupil	B100079	100079	0	S100079	0	长虹镖师	长虹镖局的镖师	1	13	趟子手
410009	Biao_master	B100077	100077	M100077	S100077	0	关长虹	长虹镖局总镖头，相传乃三国名将关羽后人，精研祖传刀法，招法刚猛。与天剑门主西门玄、河洛大侠江天雄并称洛阳三杰。	1	13	云龙无际
410010	killer_soldier2	B200015	200015	M200015	S200015	0	赛王府亲兵	赛王府的亲兵，来到王府只为了混口饭吃，大爷请给条活路。	1	37	飞骑兵
410011	killer_soldier2	B200015	200015	M200015	S200015	0	亲兵队长	赛王府的亲兵队长，具有特殊技能	1	37	无
410012	killer_soldier2	B200015	200015	M200015	S200015	0	总兵长	赛王爷的贴身侍卫，誓死保护王爷	1	37	无
410013	killer_soldier1	B200014	200014	M200014	S200014	0	完颜柯尔克	赛王爷之子，个性高傲跋扈，贪花好色，为人十分阴狠卑鄙。然而，手上的功夫却是不容小觑，其刀法造诣并不逊于绝刀门主夏侯城。	1	37	雪山之狐
410014	killer_king	B200013	200013	M200013	S200013	0	赛王爷	东北金人的王爷，本名完颜赛尔康，是当年金小学王爷完颜康与宫女私通所生的后人。在被谷月轩等人击败后，藉装疯卖傻遁逃，其后隐世修练，魔功大成。	1	37	塞北之虎
410015	BC_pupil	B100097	100097	M100097	S100097	0	百草门人	百草门弟子	1	17	百草门人
410016	BC_Gong	B100096	100096	M100096	S100096	1	巩光杰	百草门掌门人，擅长采集药草，制作丹药。一心想将百草门经营成横贯天下的商业门派。商人性格，以利为先。喜交友，对朋友极有义气且大方，但对合不来的人十分刻薄冷漠。传言此人喜欢古董，但不知道特别喜欢那一种类。	1	17	神农再世
410017	Pili_pupil	B100070	100070	M100070	S100070	0	霹雳帮众	霹雳帮众	1	7	霹雳帮众
410018	Pili_master	B990030	990030	0	S990030	0	秦斯龙	霹雳帮主，秦红殇的父亲。	1	7	霹雳兵燹
410019	Robber_Heifon	B100111	100111	M100111	S100111	0	黑风寨众	黑风寨帮众，欺善怕恶的小人	1	27	黑风寨众
410020	Robber_Heifon	B100111	100111	M100111	S100111	0	江洋大盗	横行江湖，无恶不作的匪贼。	1	0	大坏蛋
410021	Rogue05	B360085	360085	0	S360085	0	山贼	占山为王的盗贼	1	27	山贼
410022	Rogue08	B360086	360086	M360086	S360086	0	山贼头领	占山为王的盗贼	1	27	山贼
410023	Robber_Heifon	B100111	100111	M100111	S100111	0	马贼首领	马贼团的首领，你无法想象世上会有这么邪恶的人。	1	27	恶贯满盈
410024	Rogue04_02	B360087	360087	0	S360087	0	阿疙儿	疙瘩马贼团首领，伤人不伤命。为人极重义气，似乎有不得以的原因才会落草为寇。	1	27	疙瘩仔
410025	Chouba	B100136	100136	M100136	S100136	0	仇霸	马贼团陕北十三雁的首领，曾经是江湖中小有名气的侠客，有一个美丽的妻子。然而妻子却被地方恶官觊觎美色，逼奸而亡。仇霸血刃了仇人，却也因此踏上被官府通缉的不归路。	1	27	独眼秃鹰
410026	Etc_jp02	B100145	100145	0	S100145	0	幸长	被朝廷列为最危险的通缉罪犯—｢蜘蛛盗贼团｣中的一员，出生地不详，身份及成长背景极其神秘，据说每位成员身上都有一只蜘蛛的刺青，故名蜘蛛盗贼团。	1	27	蜘蛛盗贼团
410027	Rogue04_02	B360087	360087	0	S360087	0	金涡	被朝廷列为最危险的通缉罪犯—｢蜘蛛盗贼团｣中的一员，出生地不详，身份及成长背景极其神秘，据说每位成员身上都有一只蜘蛛的刺青，故名蜘蛛盗贼团。	1	27	蜘蛛盗贼团
410028	HO_tourist01	B500104	500104	0	S500104	0	骆烈夫	被朝廷列为最危险的通缉罪犯—｢蜘蛛盗贼团｣中的一员，出生地不详，身份及成长背景极其神秘，据说每位成员身上都有一只蜘蛛的刺青，故名蜘蛛盗贼团。	1	27	蜘蛛盗贼团
410029	Etc_jpassa	B360068	360068	0	S360068	0	飞垣	被朝廷列为最危险的通缉罪犯—｢蜘蛛盗贼团｣中的一员，出生地不详，身份及成长背景极其神秘，据说每位成员身上都有一只蜘蛛的刺青，故名蜘蛛盗贼团。	0	27	蜘蛛盗贼团
410030	Xiuluo_03	B100133	100133	0	S100133	0	马琦	被朝廷列为最危险的通缉罪犯—｢蜘蛛盗贼团｣中的一员，出生地不详，身份及成长背景极其神秘，据说每位成员身上都有一只蜘蛛的刺青，故名蜘蛛盗贼团。	0	27	蜘蛛盗贼团
410031	Lier_dragon	B100113	100113	M100113	S100113	0	巴龙	焦小的大弟子。出身蒙古草原，体型健硕，性格火爆冲动，是郝虎的结拜大哥。	1	27	龙兄虎弟
410032	Lier_tiger	B100112	100112	M100112	S100112	0	郝虎	焦小的二弟子，手使一柄大环刀，但武功稀松平常。头脑简单，反应迟钝，却喜欢耍小聪明。	1	27	龙兄虎弟
410033	Robber_small	B100108	100108	M100108	S100108	0	焦小	著名的江洋大盗，焦大的弟弟。身材高大，与兄长成鲜明对比。双手各戴一副沉重的铁手套，以蛮力取胜。	1	27	焦氏双恶
410034	Robber_big	B100107	100107	M100107	S100107	0	焦大	著名的江洋大盗，五短身材、略有些驼背，但轻功却十分了得。双手各戴一副尺余长的铁爪，杀伤力惊人。	1	27	焦氏双恶
410035	Robber_Horse	B100224	100224	0	S100224	0	残兵	残存亦末路，兵败如山倒。他们各个都是穷凶极恶、死不足惜之人，你不会想知道他们做过什么事的。	1	33	兵败如山倒
410036	HO_soldier	B360077	360077	0	S360077	0	李武靖	原西夏总兵，于战乱时奉旨保护皇后的安全，却与皇后有私，东窗事发后，杀死一百多个捉拿他的战友并逃至恶人谷，是个杀人不手软的主。	1	33	血枪
410037	Rogue01	B360085	360085	0	S360085	0	李大肚	光是确立的强奸与杀人罪行，便有七十八件。所有被害者，不分男女老幼，最后都会成为其盘中飧，邪恶的令人发指！	1	33	不食人根
410038	Rogue04	B360087	360087	0	S360087	0	阿萨辛	在西域大宛，只要听到「阿萨辛」三字，小孩会停止哭闹，大人也会怕得发抖。他同时被称为：「不能说出名字的那个......他」！	1	33	那个他
410039	killer_disabled	B200004	200004	M200004	S200004	0	心残	天生没有感情，只有在杀人见血时能得到心灵上的快慰，手上的刀已沾染无数鲜血。	1	33	天残刀
410040	TL_eat	B100126	100126	M100126	S100126	0	吃	贪嘴好食的大胃王，每到一处，必吃遍当地美食，而且从不付账。	1	33	天龙四凶徒
410041	TL_drink	B100127	100127	M100127	S100127	0	喝	暴躁粗鲁，膂力惊人。酒量奇大，千杯不醉。常与人以酒赌命，却从未输过，相反因此丧生在其拳下的江湖人却不计其数。	1	33	天龙四凶徒
410042	TL_sex	B100128	100128	M100128	S100128	0	嫖	为人好色，轻功奇佳。常常出入民家，不知祸害过多少良家女子。名言是：「女人说不要，那就是要！」	1	33	天龙四凶徒
410043	TL_gamble	B100129	100129	M100129	S100129	0	赌	性格贪婪，嗜赌如命，和他做任何交易都必须通过赌局。精于各种赌术，且千术高超，从未失手。心机深重，虽在四大凶徒中名列最末，却实为四人中的智囊。	1	33	天龙四凶徒
410044	Monkey	B360032	360032	M360032	S360032	0	马猴	生长在林中的顽皮马猴，以作弄途人为乐，身上藏有不少路人留下来的好东西。	1	62	齐天大圣
410045	Monkey	B360032	360032	M360032	S360032	0	猴三	森林中的马猴之王，非常具有灵性。传说曾有一名武学高人常在森林里练拳，猴三看着看着竟然将拳势套路学了起来，甚至改编而成一套厉害招式，并且传授给广大的猴子猴孙。	1	62	齐天大圣
410046	BEAR	B910002	910002	0	S910002	0	挑嘴熊	兽王庄的熊不爱吃咸鱼也不爱吃肉包子，就爱吃蜂蜜。	1	62	蜂蜜之熊
410047	CROCODILE	B910004	910004	0	S910004	0	小宝	兽王庄豢养的鳄鱼，最爱吃咸鱼，一闻到咸鱼的味道就会极度兴奋。	1	62	咸鱼之鳄
410048	BEAR	B910002	910002	0	S910002	0	巨熊	在棕熊的背部有一块鼓起来的肌肉，当它们挖洞时，那块肌肉便给予棕熊前肢的力量。	1	62	黑熊杀士
410049	WOLF_Y_B	B910005	910005	0	S910005	0	沙狼	灰狼是体型瘦长，有力的动物。有大而深的肋骨架、倾斜的背、腹部内缩、颈部肌肉有力。	1	62	大漠之狼
410050	CROCODILE	B910004	910004	0	S910004	0	巨鳄	长吻锐齿、四肢短小、尾巴扁平有力、皮硬厚鳞。栖于热带河流沼泽，并很少离开水过远的地方。食肉为主。卵生。	1	62	史前巨鳄
410051	etc_tiger	B200037	200037	0	S200037	0	老虎	凶猛的老虎，你不会想要与牠为敌的。	2	62	大猫
410052	Etc_eagle	B100143	100143	M100143	S100143	0	金翅鸟	居住在大漠的巨大怪鸟，与神鵰是好兄弟	1	62	沙漠之鹰
410053	Hunter_pupil	B200031	200031	0	S200031	0	兽王庄门人	兽王庄门徒，从小就得学习如何与野兽亲近，自己也长得很像野兽。	1	6	兽王庄门人
410054	Hunter_ziwen	B100056	100056	M100056	S100056	1	纪玟	一头红发，容姿艳丽。兽王庄四庄主，自小由叔父万青山一手带大。耳濡目染，对于捕兽、驯兽颇有办法，手中的皮鞭乃其八岁那年所杀的巨鳄皮制成。个性独立，脾气泼辣。	0	6	河东狮
410055	Hunter_boss	B200030	200030	M200030	S200030	0	万劳九	统御地下黑拳的扛坝子，亦是绿林黑道中响当当的人物，外号老狗万。有一身为兽王庄主的胞兄万青山。	1	6	老狗万
410056	Hunter_boss	B200030	200030	M200030	S200030	0	万青山	兽王庄庄主，外表凶悍却心细如发，武功高强又头脑清醒。一群猎户组成的兽王庄，却被万青山经营得有声有色，足见其过人之能。	1	6	兽王庄主
410057	DL_pupil	B100068	100068	M100068	S100068	0	赫蒙族女战士	守护原始森林的苗疆少数民族，对他们而言，这片野林是不容侵犯的圣地，闯入圣地的你要小心了。	0	8	苗疆勇士
410058	DL_pupil3	B100069	100069	M100069	S100069	0	赫蒙族战士	守护原始森林的苗疆少数民族，对他们而言，这片野林是不容侵犯的圣地，闯入圣地的你要小心了。	1	8	苗疆勇士
410059	DL_pupil	B100068	100068	M100068	S100068	0	毒龙教众	毒龙教弟子	0	8	毒龙教众
410060	DL_pupil2	B100069	100069	M100069	S100069	0	毒龙教众	毒龙教弟子	1	8	毒龙教众
410061	DL_yellow	B100067	100067	M100067	S100067	0	黄娟	毒龙教二教主，认为自己比教主蓝婷更有领导才能，千方百计想要坐上掌教之位。格言是「只有我，才能带领毒龙教走向辉煌！」	0	8	蛇蝎美人
410062	DL_blue	B100058	100058	M100058	S100058	1	蓝婷	毒龙教历任最年轻的教主。面貌姣好，有苗家姑娘的直率与天真，却又有手段狠毒的一面，让人着实猜不透她的心。擅长使毒、淬毒；喜爱江南丝绸织品。	0	8	毒龙教主
410063	Xiuluo_03	B100133	100133	M100133	S100133	0	修罗宫弟子	修罗宫弟子	0	5	修罗无情
410064	TL_guard03	B610168	610168	M610168	S610168	0	自在天	天龙教四天王之一，擅长舞蹈与丝竹，隶属于干达婆麾下，在干达婆反走后宣誓效忠龙王。擅使日月双轮，曾代阿修罗传功给修罗宫门人。	0	1	四天王
410065	Xiuluo_03	B100133	100133	M100133	S100133	0	销魂	修罗宫弟子	0	5	销魂蚀骨
410066	TL_xiuluo	B100006	100006	M100006	S100006	0	樊未离	本名樊未离，天龙八部之阿修罗。武功莫测高深，个性狂野不羁，常着一袭蓝色披风。与任天翔有过一段感情纠葛，却又反目成仇。平素住在修罗宫，极少在江湖露面，但一旦有任天翔出现，阿修罗势必会加入其敌对阵营。	0	1	阿修罗
410067	Blade_pupil	B100086	100086	M100086	S100086	0	绝刀门人	绝刀门弟子	1	15	绝刀门人
410068	Blade_Fei	B100085	100085	M100085	S100085	1	夏侯非	绝刀门少门主，尽得其父夏侯城之真传，将绝刀门「十三绝刀」融会贯通，自创出回旋刀法，以破解天剑门的天剑七式为毕生目标。为人正义但个性急躁，对于茶道颇有研究。对青梅竹马的年芙蓉有情。	1	15	阴阳刀
410069	Blade_master	B100084	100084	M100084	S100084	0	夏侯城	绝刀门门主。性格与西门玄截然相反，对本门刀法敝帚自珍，从不与人比试。除了门下弟子，再难有人见识到其武功高低。	1	15	绝命一刀
410070	BG_pupil	B100090	100090	M100090	S100090	0	八卦门人	八卦门弟子	1	16	八卦门人
410071	BG_sheng03	B200029	200029	M200029	S200029	0	商仲智	八卦门掌门长子，修炼本门八卦掌法，已有其父商鹤鸣七成火候。性情内敛，情绪极少外露，是个生人很难接近的人物。	1	16	八卦掌
410072	BG_master	B100088	100088	M100088	S100088	0	商鹤鸣	八卦门掌门。采武当太极之长，创八卦刀法与八卦掌法，招式迅猛凶险，与道家修身养性的门风不符，故而为正道中人所蔑视。商鹤鸣却不以为意，还常常自鸣得意，自诩「当世第一武学家」。	1	16	银髯金刀
410073	Sword_pupil	B100073	100073	M100073	S100073	0	天剑门人	天剑门弟子	1	12	天剑门人
410074	Sword_master	B100071	100071	M100071	S100071	0	西门玄	天剑门门主。性情刚烈，不服输。自年轻时便不断找高人比试，在战斗中提升自己。到中年虽有所收敛，但遇到上门挑战者还是来者不拒。与长虹镖局关长虹、河洛大侠江天雄并称洛阳三杰。	1	12	一剑擎天
410075	Weapon_pupil	B100095	100095	M100095	S100095	0	护剑使	铸剑山庄弟子	1	18	护剑使
410076	Weapon_master	B100093	100093	M100093	S100093	0	任浩然	铸剑山庄庄主，终生与剑为伴，单凭听音观影便可知剑的优劣。唯武功不济，无力维持任家的江湖地位，在天龙教与武林正道之间摇摆不定，随时准备屈从于强者。	1	18	铸剑庄主
410077	TM_pupil	B100083	100083	M100083	S100083	0	唐门门人	唐门弟子	1	14	唐门门人
410078	TM_Guannan	B100081	100081	M100081	S100081	1	唐冠南	唐门掌门人唐飞之子，为人奸险，武艺阴毒，杀人不眨眼。平日爱玩乐，一派公子哥行径，但似乎十分疼爱妹妹唐中慧。	1	14	万里毒行
410079	TM_master	B100080	100080	M100080	S100080	0	唐飞	唐门门主，城府极深，无论何时，脸上总是挂着让人难以捉摸的笑容，向来与中原各大门派不合。	1	14	笑里藏刀
410080	Guanfu_pupil	B100117	100117	0	S100117	0	衙门官兵	就是个尽忠职守的官兵。	1	11	无名小卒
410081	LY_soldier4	B360078	360078	0	0	0	六扇门捕快	隶属于六扇门的官兵，行事带有江湖匪气。	1	11	六扇门人
410082	LY_soldier3	B990035	990035	0	0	0	六扇门官兵	隶属于六扇门的官兵，行事带有江湖匪气。	1	11	六扇门人
